Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#2665,liam.nguyen568@example.net,paid,2024-03-01 18:43:50 -0500,fulfilled,2024-03-02 18:43:50 -0500,yes,USD,24.00,5.36,0.00,26.96,PROMO10,2.40,Ground Advantage,2024-03-01 18:43:50 -0500,2,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Liam Nguyen,974 Pine Rd,974 Pine Rd,,,Houston,18834,TX,US,+15888749350,Liam Nguyen,974 Pine Rd,974 Pine Rd,,,Houston,18834,TX,US,+15888749350,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002665,,Low,web,0.00,,,,,,,,,,,+15888749350,,,Texas,Texas,,,,
#2666,james.torres694@test-mail.com,paid,2024-03-09 18:47:46 -0500,fulfilled,2024-03-10 18:47:46 -0500,yes,USD,15.25,0.00,0.00,15.25,,0.00,Standard,2024-03-09 18:47:46 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,James Torres,1255 Park Ave,1255 Park Ave,,,Miami,92213,FL,US,+13043030161,James Torres,1255 Park Ave,1255 Park Ave,,,Miami,92213,FL,US,+13043030161,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002666,,Low,web,0.00,,,,,,,,,,,+13043030161,,,Florida,Florida,,,,
#2666,,,,,,,,,,,,,,,,1,Package Protection - $3.25,3.25,,PP-4,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002666,,,,0.00,,,,,,,,,,,,,,,,,,,
#2668,mia.martin610@sample.org,paid,2024-03-11 16:07:47 -0500,fulfilled,2024-03-12 16:07:47 -0500,yes,USD,27.00,0.00,2.23,29.23,,0.00,Standard,2024-03-11 16:07:47 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Mia Martin,4992 Birch Way,4992 Birch Way,,,Miami,62757,FL,US,+16048763624,Mia Martin,4992 Birch Way,4992 Birch Way,,,Miami,62757,FL,US,+16048763624,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002668,,Low,web,0.00,,,,,,,,,,,+16048763624,,,Florida,Florida,,,,
#2669,james.torres636@example.com,paid,2024-03-19 17:49:52 -0500,fulfilled,2024-03-20 17:49:52 -0500,yes,USD,54.00,0.00,0.00,54.00,,0.00,Standard,2024-03-19 17:49:52 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,James Torres,3414 2nd St,3414 2nd St,,,Houston,37659,TX,US,+17431613745,James Torres,3414 2nd St,3414 2nd St,,,Houston,37659,TX,US,+17431613745,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002669,,Low,web,0.00,,,,,,,,,,,+17431613745,,,Texas,Texas,,,,
#2669,,,,,,,,,,,,,,,,1,Gift Card,25.00,,,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002669,,,,0.00,,,,,,,,,,,,,,,,,,,
#2673,amelia.martin409@sample.org,paid,2024-03-21 04:15:33 -0500,fulfilled,2024-03-22 04:15:33 -0500,yes,USD,55.88,6.10,3.35,65.33,,0.00,Economy,2024-03-21 04:15:33 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Amelia Martin,1992 Pine Rd,1992 Pine Rd,,,Miami,39451,FL,US,+12274989148,Amelia Martin,1992 Pine Rd,1992 Pine Rd,,,Miami,39451,FL,US,+12274989148,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002673,,Low,web,0.00,,,,,,,,,,,+12274989148,,,Florida,Florida,,,,
#2673,,,,,,,,,,,,,,,,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002673,,,,0.00,,,,,,,,,,,,,,,,,,,
#2673,,,,,,,,,,,,,,,,1,Package Protection - $2.88,2.88,,PP-3,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002673,,,,0.00,,,,,,,,,,,,,,,,,,,
#2677,sophia.martin862@example.net,paid,2024-03-24 03:48:40 -0500,fulfilled,2024-03-25 03:48:40 -0500,yes,USD,70.50,0.00,0.00,63.70,WELCOME10,6.80,Standard,2024-03-24 03:48:40 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Sophia Martin,8847 Willow Ct,8847 Willow Ct,,,San Diego,79514,CA,US,+15944899549,Sophia Martin,8847 Willow Ct,8847 Willow Ct,,,San Diego,79514,CA,US,+15944899549,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002677,,Low,web,0.00,,,,,,,,,,,+15944899549,,,California,California,,,,
#2677,,,,,,,,,,,,,,,,1,Product A - Variant 4,29.00,,PRODA-V4,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002677,,,,0.00,,,,,,,,,,,,,,,,,,,
#2677,,,,,,,,,,,,,,,,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002677,,,,0.00,,,,,,,,,,,,,,,,,,,
#2677,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002677,,,,0.00,,,,,,,,,,,,,,,,,,,
#2680,elijah.thompson657@test-mail.com,paid,2024-03-31 01:37:23 -0500,fulfilled,2024-04-01 01:37:23 -0500,no,USD,36.00,0.00,1.94,34.34,PROMO10,3.60,Standard,2024-03-31 01:37:23 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Elijah Thompson,5435 Maple Ave,5435 Maple Ave,,,Newark,25118,NJ,US,+13121910732,Elijah Thompson,5435 Maple Ave,5435 Maple Ave,,,Newark,25118,NJ,US,+13121910732,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002680,,Low,web,0.00,,,,,,,,,,,+13121910732,,,New Jersey,New Jersey,,,,
#2680,,,,,,,,,,,,,,,,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002680,,,,0.00,,,,,,,,,,,,,,,,,,,
#2682,ella.brown52@test-mail.com,paid,2024-04-01 11:37:19 -0500,fulfilled,2024-04-02 11:37:19 -0500,no,USD,85.00,0.00,6.31,82.81,PROMO10,8.50,Economy,2024-04-01 11:37:19 -0500,1,Product A - Variant 4,29.00,,PRODA-V4,true,true,fulfilled,Ella Brown,2589 Maple Ave,2589 Maple Ave,,,Austin,76562,TX,US,+16639043411,Ella Brown,2589 Maple Ave,2589 Maple Ave,,,Austin,76562,TX,US,+16639043411,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002682,,Low,web,0.00,,,,,,,,,,,+16639043411,,,Texas,Texas,,,,
#2682,,,,,,,,,,,,,,,,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002682,,,,0.00,,,,,,,,,,,,,,,,,,,
#2682,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002682,,,,0.00,,,,,,,,,,,,,,,,,,,
#2684,owen.ramirez846@sample.org,paid,2024-04-03 14:15:54 -0500,fulfilled,2024-04-04 14:15:54 -0500,yes,USD,29.00,5.36,2.15,33.61,WELCOME10,2.90,Standard,2024-04-03 14:15:54 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Owen Ramirez,1429 Elm St,1429 Elm St,,,Buffalo,69087,NY,US,+17342352779,Owen Ramirez,1429 Elm St,1429 Elm St,,,Buffalo,69087,NY,US,+17342352779,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002684,,Low,web,0.00,,,,,,,,,,,+17342352779,,,New York,New York,,,,
#2687,lucas.walker532@test-mail.com,paid,2024-04-11 16:14:39 -0500,fulfilled,2024-04-12 16:14:39 -0500,yes,USD,58.00,0.00,4.31,56.51,PROMO10,5.80,Priority Mail,2024-04-11 16:14:39 -0500,2,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Lucas Walker,9600 Lakeview Dr,9600 Lakeview Dr,,,Atlanta,93202,GA,US,+15497155420,Lucas Walker,9600 Lakeview Dr,9600 Lakeview Dr,,,Atlanta,93202,GA,US,+15497155420,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002687,,Low,web,0.00,,,,,,,,,,,+15497155420,,,Georgia,Georgia,,,,
#2689,harper.sanchez709@example.net,paid,2024-04-14 02:42:13 -0500,fulfilled,2024-04-15 02:42:13 -0500,yes,USD,18.00,0.00,1.34,17.54,PROMO10,1.80,Ground Advantage,2024-04-14 02:42:13 -0500,1,Product B - Sample Pack,6.00,,PRODB-SAMPLE,true,true,fulfilled,Harper Sanchez,7763 Washington St,7763 Washington St,,,Brooklyn,79588,NY,US,+13476426754,Harper Sanchez,7763 Washington St,7763 Washington St,,,Brooklyn,79588,NY,US,+13476426754,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002689,,Low,web,0.00,,,,,,,,,,,+13476426754,,,New York,New York,,,,
#2689,,,,,,,,,,,,,,,,1,Product B - Variant 2,12.00,,PRODB-V2,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002689,,,,0.00,,,,,,,,,,,,,,,,,,,
#2691,harper.miller390@sample.org,paid,2024-04-16 00:46:09 -0500,fulfilled,2024-04-17 00:46:09 -0500,no,USD,27.00,0.00,2.23,29.23,,0.00,Priority Mail,2024-04-16 00:46:09 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Harper Miller,2674 Sunset Blvd,2674 Sunset Blvd,,,Orlando,56566,FL,US,+17194793134,Harper Miller,2674 Sunset Blvd,2674 Sunset Blvd,,,Orlando,56566,FL,US,+17194793134,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002691,,Low,web,0.00,,,,,,,,,,,+17194793134,,,Florida,Florida,,,,
#2692,carter.williams635@example.com,paid,2024-04-16 09:12:24 -0500,fulfilled,2024-04-17 09:12:24 -0500,yes,USD,15.25,4.96,0.91,21.12,,0.00,Economy,2024-04-16 09:12:24 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Carter Williams,8575 Sunset Blvd,8575 Sunset Blvd,,,Miami,44179,FL,US,+17172253880,Carter Williams,8575 Sunset Blvd,8575 Sunset Blvd,,,Miami,44179,FL,US,+17172253880,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002692,,Low,web,0.00,,,,,,,,,,,+17172253880,,,Florida,Florida,,,,
#2692,,,,,,,,,,,,,,,,1,Package Protection - $3.25,3.25,,PP-4,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002692,,,,0.00,,,,,,,,,,,,,,,,,,,
#2693,mia.robinson942@example.net,paid,2024-04-24 22:19:41 -0500,fulfilled,2024-04-25 22:19:41 -0500,yes,USD,41.00,6.10,2.46,49.56,,0.00,Standard,2024-04-24 22:19:41 -0500,1,Product B - Variant 2,12.00,,PRODB-V2,true,true,fulfilled,Mia Robinson,6465 Park Ave,6465 Park Ave,,,Phoenix,83975,AZ,US,+14847562279,Mia Robinson,6465 Park Ave,6465 Park Ave,,,Phoenix,83975,AZ,US,+14847562279,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002693,,Low,web,0.00,,,,,,,,,,,+14847562279,,,Arizona,Arizona,,,,
#2693,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002693,,,,0.00,,,,,,,,,,,,,,,,,,,
#2696,leah.anderson702@sample.org,paid,2024-04-29 08:21:39 -0500,fulfilled,2024-04-30 08:21:39 -0500,yes,USD,24.00,0.00,1.44,25.44,,0.00,Priority Mail,2024-04-29 08:21:39 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Leah Anderson,3762 River Rd,3762 River Rd,,,Seattle,14207,WA,US,+15457645390,Leah Anderson,3762 River Rd,3762 River Rd,,,Seattle,14207,WA,US,+15457645390,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002696,,Low,web,0.00,,,,,,,,,,,+15457645390,,,Washington,Washington,,,,
#2700,jack.williams31@example.com,paid,2024-05-03 22:58:51 -0500,fulfilled,2024-05-04 22:58:51 -0500,yes,USD,6.00,0.00,0.49,6.49,,0.00,Priority Mail,2024-05-03 22:58:51 -0500,1,Product B - Sample Pack,6.00,,PRODB-SAMPLE,true,true,fulfilled,Jack Williams,444 Washington St,444 Washington St,,,Brooklyn,36062,NY,US,+19370248113,Jack Williams,444 Washington St,444 Washington St,,,Brooklyn,36062,NY,US,+19370248113,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002700,,Low,web,0.00,,,,,,,,,,,+19370248113,,,New York,New York,,,,
#2702,evelyn.hernandez760@test-mail.com,paid,2024-05-04 02:05:53 -0500,fulfilled,2024-05-05 02:05:53 -0500,yes,USD,58.00,0.00,0.00,52.20,PROMO10,5.80,Ground Advantage,2024-05-04 02:05:53 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Evelyn Hernandez,168 Oak St,168 Oak St,,,Austin,19862,TX,US,+19262873961,Evelyn Hernandez,168 Oak St,168 Oak St,,,Austin,19862,TX,US,+19262873961,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002702,,Low,web,0.00,,,,,,,,,,,+19262873961,,,Texas,Texas,,,,
#2702,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002702,,,,0.00,,,,,,,,,,,,,,,,,,,
#2706,lily.lewis692@example.net,paid,2024-05-12 09:47:55 -0500,fulfilled,2024-05-13 09:47:55 -0500,no,USD,58.00,4.96,4.31,61.47,PROMO2023,5.80,Standard,2024-05-12 09:47:55 -0500,2,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Lily Lewis,2790 2nd St,2790 2nd St,,,Austin,21114,TX,US,+17513820624,Lily Lewis,2790 2nd St,2790 2nd St,,,Austin,21114,TX,US,+17513820624,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002706,,Low,web,0.00,,,,,,,,,,,+17513820624,,,Texas,Texas,,,,
#2708,ella.thomas272@test-mail.com,paid,2024-05-13 03:15:24 -0500,fulfilled,2024-05-14 03:15:24 -0500,yes,USD,29.00,0.00,0.00,29.00,,0.00,Priority Mail,2024-05-13 03:15:24 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Ella Thomas,7501 Sunset Blvd,7501 Sunset Blvd,,,Los Angeles,19508,CA,US,+12040009587,Ella Thomas,7501 Sunset Blvd,7501 Sunset Blvd,,,Los Angeles,19508,CA,US,+12040009587,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002708,,Low,web,0.00,,,,,,,,,,,+12040009587,,,California,California,,,,
#2712,logan.hernandez812@test-mail.com,paid,2024-05-18 17:02:39 -0500,fulfilled,2024-05-19 17:02:39 -0500,yes,USD,31.88,4.96,2.39,36.33,WELCOME10,2.90,Economy,2024-05-18 17:02:39 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Logan Hernandez,9773 Hillcrest Ave,9773 Hillcrest Ave,,,Houston,79352,TX,US,+17374782700,Logan Hernandez,9773 Hillcrest Ave,9773 Hillcrest Ave,,,Houston,79352,TX,US,+17374782700,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002712,,Low,web,0.00,,,,,,,,,,,+17374782700,,,Texas,Texas,,,,
#2712,,,,,,,,,,,,,,,,1,Package Protection - $2.88,2.88,,PP-3,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002712,,,,0.00,,,,,,,,,,,,,,,,,,,
#2714,henry.jones519@sample.org,paid,2024-05-20 19:26:17 -0500,fulfilled,2024-05-21 19:26:17 -0500,yes,USD,31.88,6.10,2.39,37.47,PROMO10,2.90,Ground Advantage,2024-05-20 19:26:17 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Henry Jones,8041 Oak St,8041 Oak St,,,Los Angeles,66822,CA,US,+16126551191,Henry Jones,8041 Oak St,8041 Oak St,,,Los Angeles,66822,CA,US,+16126551191,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002714,,Low,web,0.00,,,,,,,,,,,+16126551191,,,California,California,,,,
#2714,,,,,,,,,,,,,,,,1,Package Protection - $2.88,2.88,,PP-3,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002714,,,,0.00,,,,,,,,,,,,,,,,,,,
#2718,aiden.hernandez319@example.com,paid,2024-05-21 22:58:28 -0500,fulfilled,2024-05-22 22:58:28 -0500,yes,USD,29.00,0.00,1.57,27.67,PROMO10,2.90,Priority Mail,2024-05-21 22:58:28 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Aiden Hernandez,1868 Hillcrest Ave,1868 Hillcrest Ave,,,Austin,25396,TX,US,+19076859219,Aiden Hernandez,1868 Hillcrest Ave,1868 Hillcrest Ave,,,Austin,25396,TX,US,+19076859219,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002718,,Low,web,0.00,,,,,,,,,,,+19076859219,,,Texas,Texas,,,,
#2720,evelyn.perez287@sample.org,paid,2024-07-15 20:22:03 -0500,fulfilled,2024-07-16 20:22:03 -0500,yes,USD,31.50,0.00,1.72,30.32,WELCOME10,2.90,Standard,2024-07-15 20:22:03 -0500,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,Evelyn Perez,3140 Oak St,3140 Oak St,,,Austin,41635,TX,US,+15092697141,Evelyn Perez,3140 Oak St,3140 Oak St,,,Austin,41635,TX,US,+15092697141,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002720,,Low,web,0.00,,,,,,,,,,,+15092697141,,,Texas,Texas,,,,
#2720,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002720,,,,0.00,,,,,,,,,,,,,,,,,,,
#2724,noah.scott300@example.net,paid,2024-07-25 06:37:13 -0500,fulfilled,2024-07-26 06:37:13 -0500,yes,USD,99.00,5.36,0.00,94.46,WELCOME10,9.90,Economy,2024-07-25 06:37:13 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Noah Scott,1690 River Rd,1690 River Rd,,,Newark,11607,NJ,US,+14465587067,Noah Scott,1690 River Rd,1690 River Rd,,,Newark,11607,NJ,US,+14465587067,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002724,,Low,web,0.00,,,,,,,,,,,+14465587067,,,New Jersey,New Jersey,,,,
#2724,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002724,,,,0.00,,,,,,,,,,,,,,,,,,,
#2724,,,,,,,,,,,,,,,,2,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002724,,,,0.00,,,,,,,,,,,,,,,,,,,
#2728,liam.garcia235@example.com,paid,2024-07-27 11:07:48 -0500,fulfilled,2024-07-28 11:07:48 -0500,yes,USD,14.50,6.10,0.80,20.20,PROMO2023,1.20,Standard,2024-07-27 11:07:48 -0500,1,Product B - Variant 2,12.00,,PRODB-V2,true,true,fulfilled,Liam Garcia,4425 Park Ave,4425 Park Ave,,,Phoenix,15273,AZ,US,+19572495500,Liam Garcia,4425 Park Ave,4425 Park Ave,,,Phoenix,15273,AZ,US,+19572495500,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002728,,Low,web,0.00,,,,,,,,,,,+19572495500,,,Arizona,Arizona,,,,
#2728,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002728,,,,0.00,,,,,,,,,,,,,,,,,,,
#2730,owen.martinez446@example.net,paid,2024-07-28 00:38:59 -0500,fulfilled,2024-07-29 00:38:59 -0500,no,USD,76.50,0.00,4.15,73.25,PROMO2023,7.40,Economy,2024-07-28 00:38:59 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Owen Martinez,4435 Park Ave,4435 Park Ave,,,Chicago,80539,IL,US,+15327059683,Owen Martinez,4435 Park Ave,4435 Park Ave,,,Chicago,80539,IL,US,+15327059683,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002730,,Low,web,0.00,,,,,,,,,,,+15327059683,,,Illinois,Illinois,,,,
#2730,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002730,,,,0.00,,,,,,,,,,,,,,,,,,,
#2730,,,,,,,,,,,,,,,,1,Product E,18.00,,PRODE-01,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002730,,,,0.00,,,,,,,,,,,,,,,,,,,
#2730,,,,,,,,,,,,,,,,1,Package Protection - $2.50,2.50,,PP-2,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002730,,,,0.00,,,,,,,,,,,,,,,,,,,
#2733,matthew.robinson52@example.net,paid,2024-07-28 11:05:50 -0500,fulfilled,2024-07-29 11:05:50 -0500,yes,USD,15.25,6.10,0.91,22.26,,0.00,Economy,2024-07-28 11:05:50 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Matthew Robinson,2194 Willow Ct,2194 Willow Ct,,,Atlanta,70901,GA,US,+19162191809,Matthew Robinson,2194 Willow Ct,2194 Willow Ct,,,Atlanta,70901,GA,US,+19162191809,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002733,,Low,web,0.00,,,,,,,,,,,+19162191809,,,Georgia,Georgia,,,,
#2733,,,,,,,,,,,,,,,,1,Package Protection - $3.25,3.25,,PP-4,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002733,,,,0.00,,,,,,,,,,,,,,,,,,,
#2737,olivia.thompson306@test-mail.com,paid,2024-08-01 10:58:39 -0500,fulfilled,2024-08-02 10:58:39 -0500,no,USD,30.25,0.00,1.81,32.06,,0.00,Ground Advantage,2024-08-01 10:58:39 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Olivia Thompson,6875 Washington St,6875 Washington St,,,Seattle,81582,WA,US,+19730374915,Olivia Thompson,6875 Washington St,6875 Washington St,,,Seattle,81582,WA,US,+19730374915,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002737,,Low,web,0.00,,,,,,,,,,,+19730374915,,,Washington,Washington,,,,
#2737,,,,,,,,,,,,,,,,1,Package Protection - $3.25,3.25,,PP-4,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,Package Protection Vendor,,,,,7000000002737,,,,0.00,,,,,,,,,,,,,,,,,,,
#2741,sophia.gonzalez304@example.net,paid,2024-08-05 06:04:53 -0500,fulfilled,2024-08-06 06:04:53 -0500,yes,USD,27.00,4.96,1.46,30.72,WELCOME10,2.70,Priority Mail,2024-08-05 06:04:53 -0500,1,Product D,27.00,,PRODD-10ML,true,true,fulfilled,Sophia Gonzalez,8761 Cedar Ln,8761 Cedar Ln,,,Miami,45954,FL,US,+16490455737,Sophia Gonzalez,8761 Cedar Ln,8761 Cedar Ln,,,Miami,45954,FL,US,+16490455737,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002741,,Low,web,0.00,,,,,,,,,,,+16490455737,,,Florida,Florida,,,,
#2743,penelope.torres103@example.com,paid,2024-08-12 11:36:18 -0500,fulfilled,2024-08-13 11:36:18 -0500,yes,USD,58.00,0.00,0.00,58.00,,0.00,Standard,2024-08-12 11:36:18 -0500,1,Product A - Variant 2,29.00,,PRODA-V2,true,true,fulfilled,Penelope Torres,2180 Highland Ave,2180 Highland Ave,,,Austin,55745,TX,US,+15783282817,Penelope Torres,2180 Highland Ave,2180 Highland Ave,,,Austin,55745,TX,US,+15783282817,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002743,,Low,web,0.00,,,,,,,,,,,+15783282817,,,Texas,Texas,,,,
#2743,,,,,,,,,,,,,,,,1,Product A - Variant 1,29.00,,PRODA-V1,true,true,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002743,,,,0.00,,,,,,,,,,,,,,,,,,,
#2744,scarlett.anderson666@example.com,paid,2024-08-27 17:35:21 -0500,fulfilled,2024-08-28 17:35:21 -0500,yes,USD,49.00,0.00,0.00,44.10,PROMO10,4.90,Priority Mail,2024-08-27 17:35:21 -0500,1,Product C,24.00,,PRODC-15ML,true,true,fulfilled,Scarlett Anderson,518 Pine Rd,518 Pine Rd,,,Philadelphia,36130,PA,US,+15604460472,Scarlett Anderson,518 Pine Rd,518 Pine Rd,,,Philadelphia,36130,PA,US,+15604460472,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002744,,Low,web,0.00,,,,,,,,,,,+15604460472,,,Pennsylvania,Pennsylvania,,,,
#2744,,,,,,,,,,,,,,,,1,Gift Card,25.00,,,false,false,fulfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,DTC Brand,,,,,7000000002744,,,,0.00,,,,,,,,,,,,,,,,,,,
#2748,ava.torres645@example.com,paid,2024-09-06 00:17:54 -0500,fulfilled,2024-09-07 00:17:54 -0500,no,USD,14.88,0.00,1.23,16.11,,0.00,Priority Mail,2024-09-06 00:17:54 -0500,1,Product B - Variant 1,12.00,,PRODB-V1,true,true,fulfilled,Ava Torres,4988 Oak St,4988 Oak St,,,San Diego,42530,CA,US,+16803712880,Ava Torres,4988 Oak St,4988 Oak St,,,San Diego,42530,CA,US,+16803712880,,,,Shopify Payments,,,DTC Brand,0.00,,,,7000000002748,,Low,web,0.00,,,,,,,,,,,+16803712880,,,California,California,,,,
